ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
3243,240000,2,2,1,56,2,2,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,1
3250,50000,1,2,2,45,0,0,0,0,0,0,45911,47521,48599,7476,7792,4122,2350,2421,298,468,1649,1500,0
3254,50000,1,3,1,47,1,3,2,0,0,-1,4759,4540,4284,2946,1473,1473,0,0,0,0,1473,1473,1
3255,10000,2,2,2,40,0,0,0,0,0,0,6160,6787,7377,7127,6931,6660,1123,1103,243,296,280,16,0
3258,360000,1,2,1,65,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
3260,20000,1,2,2,46,0,0,0,0,0,0,20376,19927,19907,19349,17484,-1216,2000,1500,607,1360,1300,20538,0
3261,170000,1,2,1,42,0,0,0,0,0,0,131629,131374,129544,131937,132958,134525,5300,5100,5000,4700,5000,4800,0
3263,180000,1,3,1,40,-1,-1,-1,0,-1,-1,991,991,1316,325,1657,325,991,1316,0,1657,325,325,0
3265,20000,1,2,1,62,2,0,0,0,0,0,17870,18740,19343,19402,11731,0,1462,1367,682,627,0,0,1
3270,20000,2,2,1,45,0,0,0,0,0,-2,18569,40278,18760,18662,0,0,2500,3000,1000,0,0,0,0
3272,160000,1,1,1,40,0,0,0,0,0,0,27563,28350,25186,36100,21707,7928,5002,5000,14400,10000,4000,0,0
3275,70000,2,2,1,43,0,0,0,0,0,0,71037,71880,71927,71370,71003,71411,3352,3400,2900,2900,2900,2558,0
3276,20000,1,3,2,59,1,2,2,4,3,2,19074,18482,20329,19616,19303,1013,0,2300,0,0,0,2821,1
3280,170000,2,2,1,48,-2,-2,-1,-1,-1,-1,18727,64028,107946,13608,110667,6878,66513,108323,13608,112876,3998,1118,0
3283,110000,2,3,1,52,1,-2,-1,-1,-2,-2,0,0,1000,0,0,0,0,1000,0,0,0,0,0
3287,180000,2,1,2,47,1,-2,-1,-1,-2,-1,-6,-6,1251,0,0,679,0,1257,0,0,679,421,0
3290,270000,2,2,1,41,-1,2,-1,0,-1,-1,832,416,832,416,566,416,0,832,0,566,416,416,0
3293,120000,1,3,1,53,-1,-1,-1,-1,-1,-1,291,291,0,582,291,0,291,0,582,291,0,582,0
3301,30000,2,3,1,41,1,2,0,0,2,0,29717,28569,29168,30566,29229,26260,0,2000,2200,0,1100,1100,0
3304,470000,1,2,1,52,0,0,0,0,0,0,84672,86821,88892,90944,93739,96428,5000,5000,5000,5000,5000,5000,0
3310,280000,2,2,1,51,-2,-2,-2,-2,-2,-2,2477,3470,0,0,0,0,3470,0,0,0,0,1715,0
3316,330000,1,2,1,47,-2,-2,-1,0,0,0,19540,23240,166722,215506,138371,21757,25487,166744,60057,560,17921,201134,0
3321,500000,2,1,1,46,-2,-2,-2,-2,-2,-2,3982,3700,12953,9019,4236,-31,3718,13023,9070,4257,0,0,0
3322,10000,2,2,1,44,0,0,0,-2,-2,-2,4125,5275,0,0,0,0,1275,0,0,0,0,0,0
3324,50000,2,3,1,42,0,0,0,0,0,0,50906,48888,47037,12187,9962,10015,2009,1180,1000,1000,348,1000,0
3327,80000,2,2,2,45,0,0,-2,-2,-2,-2,83150,-8000,0,0,0,0,0,8000,0,0,0,0,0
3332,120000,2,2,2,40,0,0,0,-2,-2,-2,4180,5100,0,0,0,0,1000,0,0,0,0,0,0
3333,500000,1,1,1,59,-2,-2,-2,-2,-2,-2,0,0,994,3342,1240,700,0,994,3342,1240,700,2250,1
3334,290000,2,2,1,42,-2,-1,-1,-1,0,0,-132,18364,2417,4583,1402,3227,18496,2429,4598,7,3227,1,0
3335,280000,1,1,1,50,-1,-1,-1,0,0,-2,19378,347,4197,3755,0,0,348,4399,18,0,0,0,0
3336,30000,2,3,1,41,0,0,0,0,0,0,39230,37737,36619,34752,33229,32211,1618,2000,1500,1500,2000,1248,1
3340,550000,1,1,1,49,-1,-1,-1,-1,-1,-2,42141,1515,1488,18334,-114,-114,1522,1495,18426,0,0,22670,1
3341,60000,1,2,2,41,0,-1,-1,-1,-1,-1,14895,6750,5784,5246,3760,11411,6750,5784,5246,3760,11411,7435,0
3349,80000,1,3,2,44,2,0,0,0,2,2,57076,58358,58992,62696,64148,62965,2800,2200,4700,2600,0,4400,0
3351,30000,1,2,1,44,1,3,2,2,2,2,23171,22523,21863,23296,22783,24310,0,0,1800,0,1910,780,1
3353,410000,2,1,2,41,-2,-2,-2,-1,-1,-1,0,0,0,150,150,1929,0,0,150,150,1929,136869,0
3355,200000,1,3,1,41,0,0,0,0,0,0,84573,76348,50776,51018,25982,10170,2544,1433,3224,775,5000,2000,0
3356,380000,2,2,1,48,0,0,0,0,0,0,363191,373421,363343,290371,289600,288256,15504,14000,12500,12000,11000,14000,0
3361,150000,2,2,1,42,0,0,0,0,0,2,139172,141401,137320,138016,144084,136604,6022,5022,5100,10500,0,10000,0
3363,110000,2,2,2,51,-2,-2,-2,-1,-1,-1,150000,0,0,3007,857,55973,0,0,3007,857,100000,1000,0
3368,90000,2,2,1,48,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,1
3369,90000,2,2,2,41,-1,0,0,0,0,0,48276,47820,46602,47141,16114,15825,2281,1219,1164,556,595,480,0
3376,100000,1,3,1,48,-2,-2,-2,-2,-2,-2,6345,0,0,0,0,0,0,0,0,0,0,0,0
3383,170000,1,3,1,45,0,0,0,0,0,0,40441,40937,34090,34894,36829,37727,5000,2000,2000,3000,2000,2000,0
3391,20000,1,2,2,44,1,2,0,0,0,0,6535,6285,7672,8390,9101,9796,0,1500,1000,1000,1000,1000,1
3392,350000,2,1,1,43,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1146,0,0,0,0,1146,54269,0
3397,210000,2,1,2,43,1,-1,0,0,0,0,-3309,177952,167125,139784,142662,145725,184212,5482,3493,3590,3815,3876,0
3398,40000,2,2,1,45,1,2,0,0,0,0,11402,10928,11940,12241,12544,12835,0,1200,500,500,500,500,1
3401,370000,2,1,1,46,-1,-1,-1,0,0,-1,26555,1572,166229,168601,171018,600,1572,166235,3372,4018,600,600,0
3403,710000,2,2,1,40,-2,-2,-2,-1,2,0,5200,0,0,1004,854,8626,0,0,1004,0,8000,5000,1
3408,30000,2,3,1,63,-1,-1,-1,0,-1,-1,8866,5884,11146,7779,8092,1565,5884,11146,0,8092,1565,2620,0
3413,160000,2,2,2,50,-2,-2,-2,-2,-2,-2,3,3,3,3,13333,0,13333,13333,13333,26663,0,11913,0
3415,340000,2,2,1,43,-2,-2,-2,-2,-2,-2,33245,249,27476,0,0,24272,249,27477,0,0,24272,11008,0
3419,50000,1,3,1,54,2,0,0,-1,0,0,55518,52931,55122,33975,18827,19222,3000,4000,53083,1268,708,664,0
3420,360000,1,1,1,46,-1,-1,-1,-1,0,0,2171,1063,91502,100125,84773,76951,1068,91679,45086,2223,2091,9890,0
3424,60000,2,3,1,43,0,0,0,0,0,0,60283,61227,60385,30368,29667,30159,3000,1700,1135,1100,1500,1200,1
3427,360000,2,1,1,46,0,-1,0,0,0,0,42094,10594,31532,46342,56571,65268,10600,30000,20000,15000,10000,10000,0
3428,20000,1,2,2,48,0,0,2,0,0,0,6111,10479,10167,10695,11365,12170,4500,0,1000,1000,1000,1000,0
3429,150000,2,1,2,42,1,-2,-2,-2,-2,-1,-874,-874,-874,-874,-874,4126,0,0,0,0,5000,0,0
3431,240000,2,2,1,40,-1,-1,-1,0,-1,2,3571,2298,2632,904,5559,2748,2309,2637,2,5567,8,2730,1
3432,160000,2,3,1,55,-1,-1,-1,-1,-1,-1,4144,2016,3384,1449,5542,7314,2016,3399,1449,5590,7314,1579,0
3433,240000,2,1,2,40,-1,2,2,-2,-1,-1,1841,764,-13,-13,687,-44,2,0,0,700,0,0,0
3435,190000,1,1,1,55,-1,-1,-1,-1,-1,-1,390,390,390,390,6026,7410,390,390,390,6026,7410,390,1
3436,280000,2,2,1,40,1,-2,-2,-2,-2,-2,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0
3437,80000,1,2,3,58,0,0,0,-2,-2,-2,3719,4444,0,0,0,0,1000,0,0,0,0,0,0
3438,290000,2,3,1,49,0,0,0,-1,-1,0,169004,166920,153092,3804,155233,148003,7600,7521,3804,160897,5198,6000,0
3440,320000,1,1,1,50,-2,-2,-2,-2,-2,-2,6426,-4,816,30026,49154,1299,0,824,31144,25664,2610,1833,0
3444,500000,2,1,1,44,1,-1,-1,-2,-1,-1,706,1108,380,-270,2305,2733,1242,380,22,2575,3009,6026,0
3449,150000,2,1,2,40,0,0,0,0,0,-1,145074,152179,149313,129768,136084,30312,11000,6000,40000,42000,34880,201277,0
3450,210000,1,2,1,42,1,-2,-2,-2,-1,-1,652,0,326,321,1435,8480,0,326,326,1440,8521,9592,0
3455,20000,2,2,1,50,2,0,0,0,0,0,17393,18119,19413,19704,19563,20391,1315,2401,900,709,1548,0,0
3458,280000,1,2,1,46,1,2,2,2,2,2,188894,194489,197722,192140,203913,200564,10101,8000,0,15000,0,7053,1
3459,230000,1,2,1,51,0,0,0,0,0,0,197993,84076,77766,70066,62865,55311,2965,3500,2600,2500,1901,2370,0
3466,250000,2,2,1,40,-1,-1,-1,-1,-1,-1,4843,2942,1054,1708,3014,3037,2942,1057,1708,3014,3037,4974,0
3467,200000,1,1,1,52,-1,-1,-1,-1,-1,-1,1015,932,1453,821,1123,878,934,1461,823,1126,880,926,0
3469,100000,2,3,1,53,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,220000,2,2,1,41,0,0,0,0,0,0,126532,90013,91191,86139,83743,78555,4500,4006,3000,3000,3000,6000,0
3477,50000,1,2,2,40,0,0,0,0,0,0,14633,12921,13957,16703,17052,17391,1218,1254,3000,617,621,643,1
3486,50000,2,3,1,42,2,2,2,0,0,2,44961,48164,38684,41034,43597,42743,4000,0,3000,3228,0,4000,1
3491,80000,1,1,1,45,-1,-1,-1,-1,-1,-1,1473,1473,24770,3366,1473,44314,1473,24770,3366,1473,44314,4000,1
3493,200000,1,2,1,45,0,0,0,0,0,0,200378,162374,154234,143953,147834,147373,6061,7048,5016,10294,5136,5225,0
3496,100000,2,3,1,59,1,-1,0,-1,-1,-1,0,7240,7702,1550,12079,35920,7240,1000,1558,12079,35920,0,0
3501,30000,2,3,1,56,2,2,2,2,2,2,17643,18564,17969,20645,21666,21170,1500,0,3000,1500,0,1900,1
3502,440000,2,3,1,40,0,0,0,0,0,0,54408,57901,61914,65863,69792,73346,5000,5000,5000,5000,5000,5000,0
3505,270000,1,1,1,50,-1,-1,-1,-1,-1,-1,316,316,316,5772,316,316,316,316,5772,316,316,5174,0
3514,70000,2,2,1,41,0,0,0,0,0,-1,6017,8798,3810,2790,0,4513,3000,1500,0,0,4513,0,0
3521,180000,1,1,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,4003,0
3527,70000,1,2,1,42,0,0,0,0,0,0,70293,69199,66398,66282,67580,67273,3300,2600,2600,3000,2600,2600,0
3528,20000,2,2,1,50,1,2,2,2,3,2,7973,9686,9382,10821,10361,10046,2000,0,1600,0,0,1500,0
3532,160000,2,3,2,41,-1,2,2,0,0,0,26736,29052,28328,29099,29724,30624,3000,0,1200,1200,1500,2000,0
3535,100000,2,3,1,40,0,0,0,0,0,0,48923,48404,46266,45405,44723,42934,2084,1973,1708,1728,1621,1359,0
3540,30000,1,3,1,45,2,2,2,3,5,4,25161,24476,28721,31262,30217,29158,0,5000,3300,0,0,0,1
3541,100000,2,2,1,40,1,2,2,-1,0,-1,4535,3546,-2106,8538,390,150,0,0,10644,0,150,780,1
3544,140000,1,1,1,41,0,0,0,0,0,0,19853,22525,25141,29701,34197,38615,3000,3000,5000,5000,5000,3000,0
3552,500000,1,1,1,46,-1,-1,-1,-1,-1,-1,3580,18785,10742,37171,6192,31453,18785,10742,37171,6192,31453,12333,0
3558,90000,2,3,1,53,0,0,0,0,0,0,87235,88338,78994,50095,48987,49519,4000,2602,2000,3000,2000,5000,0
3561,80000,1,3,1,57,2,2,2,2,2,2,7431,9895,9937,9629,10571,10749,2600,350,0,1100,500,1300,1
3563,80000,2,2,1,42,0,0,-2,-2,-2,-2,30900,0,0,0,0,0,0,0,0,0,0,0,1
3565,80000,2,2,1,46,-1,-1,-1,0,-1,-1,2350,2350,4700,2350,2350,2350,2350,4700,0,2350,2350,350,0
3575,80000,2,1,1,45,0,0,0,0,0,0,81133,81466,80822,79207,79652,81165,3502,3000,4000,3100,3000,3000,0
3578,50000,1,3,2,42,-1,-1,2,2,2,-1,550,1974,1250,1400,700,550,1974,0,700,0,550,1100,1
3580,10000,2,3,1,56,0,0,2,2,2,0,7324,9808,9501,10029,9730,9974,2609,0,830,0,400,500,0
3581,300000,1,1,1,54,-1,-1,-1,-1,-1,-1,206,555,0,718,468,366,555,0,718,468,366,0,1
3582,70000,1,2,1,48,0,0,0,-1,-1,-1,8439,7606,8638,1230,390,890,1188,2000,1230,390,890,215,0
3584,10000,1,3,1,51,2,2,2,2,0,0,3577,6012,6066,5820,6026,7680,2500,300,0,300,1774,284,1
3586,100000,2,2,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,210000,2,1,1,40,-2,-2,-2,-2,-2,-2,14472,680,0,0,0,0,680,0,0,0,0,0,0
3591,20000,1,2,1,47,0,0,0,0,0,0,15166,15014,16024,16345,17579,18750,1257,1267,588,1500,1500,0,0
3593,20000,2,3,3,51,2,0,0,0,0,2,18355,17165,17676,18300,20278,20192,1600,1500,900,3600,393,0,1
3595,500000,2,2,1,42,0,0,0,0,0,0,506787,487049,478965,401635,423136,422271,21000,17414,12000,30000,18000,11000,1
3596,210000,1,3,2,66,0,0,0,0,0,0,209396,136809,139411,138991,140886,143721,6510,6450,5103,5500,5307,5011,0
3601,210000,2,2,1,49,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,470000,1,1,1,57,0,0,0,0,0,0,83852,85008,83882,66207,65549,60805,3477,4100,2022,2100,2156,1740,0
3608,200000,1,1,1,59,0,0,0,2,2,2,27119,28081,30299,29516,31378,31914,1700,3000,0,2500,1200,0,0
3612,500000,2,2,1,41,-1,-1,-1,-1,-1,-1,24433,187206,10894,29161,28238,33272,187206,10909,29161,28238,33272,175357,0
3618,390000,2,3,1,46,-2,-2,-2,-2,-2,-2,14315,7097,6548,8976,909,17682,7097,6548,8976,909,17682,12710,0
3619,210000,1,3,1,41,-1,-1,2,0,0,-1,390,1732,1170,780,390,69438,1732,0,0,0,69438,3750,1
3623,100000,1,1,1,55,0,0,0,0,0,0,18135,31498,17158,18758,17168,0,2000,4000,2000,3000,0,0,0
3625,290000,2,2,1,48,-1,-1,-1,-1,-1,-1,31386,31394,1369,15010,3280,0,31401,1369,15010,3280,0,3357,0
3626,330000,1,2,1,50,1,-1,-1,-1,-1,-1,-13,2750,-27,5344,16566,995,2763,0,5371,16648,1000,997,1
3633,50000,1,2,1,64,0,0,0,0,0,-1,48369,44762,17403,17907,19000,18055,2384,5461,2872,1093,19055,2239,0
3641,50000,1,3,2,41,2,2,2,2,3,2,29368,28612,31623,33393,32587,31914,0,3500,2589,0,0,1332,0
3647,220000,1,3,1,41,-2,-2,-2,-2,-2,-2,10804,34407,14510,7229,12806,35433,34415,14565,7229,12806,35433,11405,0
3650,20000,1,3,2,44,-1,2,-1,-1,-1,-1,780,390,390,390,390,0,0,390,390,390,0,780,0
3652,110000,1,2,1,44,0,0,0,0,0,0,111188,109512,108727,107381,106831,108305,6010,5507,4500,4502,4200,4500,0
3654,100000,1,3,1,51,0,0,0,0,0,0,93970,93752,92293,92434,95478,40514,3799,3269,3407,5024,5056,5135,0
3674,20000,1,3,1,47,2,2,2,2,2,0,14328,17196,17418,17608,17187,17528,3114,800,770,0,776,549,1
3679,80000,2,2,2,42,0,0,0,0,0,-2,16959,17910,14919,15375,-150,-150,1235,1369,825,0,0,0,0
3690,710000,1,2,1,51,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3696,50000,2,2,1,44,0,0,2,0,0,0,43596,46320,43976,44287,38113,30778,5000,0,2500,1500,2000,1000,0
3701,50000,2,1,3,48,0,0,-1,-1,-2,-2,83400,80000,4990,3596,1386,4775,1600,4990,13616,1310,4789,1345,0
3704,140000,2,2,1,46,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,780,0
3715,30000,1,2,1,41,0,0,0,-2,-2,-2,29866,30900,0,0,0,0,1900,0,0,0,0,0,0
3719,20000,2,2,1,47,0,-1,-1,-1,-1,0,1343,1547,1539,1066,18187,18212,1547,1539,1066,18660,771,1000,0
3721,80000,2,2,1,46,1,-2,-2,-2,-2,-1,0,0,0,0,0,650,0,0,0,0,650,0,1
3726,20000,1,3,2,53,2,2,-2,-2,-1,-1,19369,3888,3167,-129,9703,9871,3900,3179,773,9832,10084,4380,0
3731,80000,2,3,1,52,2,0,0,-1,0,0,82198,80531,42334,39137,39074,40103,3543,1139,40003,2000,2100,24,0
3733,100000,2,2,1,43,-1,-1,-1,-1,-1,0,21293,70962,9217,1845,41194,40325,70973,9226,1845,41194,2920,1374,0
3734,750000,2,2,1,43,-1,-1,-1,-2,-1,-1,72495,99628,74635,63749,85067,83208,99664,74640,63758,85072,83215,124063,0
3735,30000,1,2,2,47,0,0,0,0,0,0,29554,28893,29537,30087,17534,15145,1895,1539,1089,718,400,5000,0
3738,480000,1,1,1,44,0,0,0,0,0,0,350110,316685,312615,316685,302248,311651,14082,15023,15098,10008,15045,20164,0
3742,40000,1,2,1,47,1,2,2,3,2,0,37611,36726,40985,40085,39354,40322,0,4898,0,0,1800,3000,0
3744,40000,1,2,1,45,2,2,2,2,2,0,33547,36991,35965,37246,36781,20650,4000,0,2000,0,1200,0,0
3748,200000,1,1,1,43,-1,-1,-1,-1,-1,-1,1144,2480,3372,1081,2384,6595,2506,3380,1085,2394,6601,29708,0
3755,350000,2,1,1,41,-1,-1,-1,-1,-1,-1,57956,15987,36582,8197,14494,54284,15987,36607,8243,14494,54284,6702,0
3760,500000,2,1,1,45,-1,-1,-1,-1,-1,-1,3852,2395,4730,4628,5127,3400,2403,4730,4628,5127,3400,1720,0
3762,30000,1,3,1,57,0,0,0,0,0,0,20976,22332,23654,24952,26551,29598,2000,2000,2000,2000,4500,0,0
3765,510000,1,1,1,41,-1,-1,-1,-1,-1,-1,3196,16447,3317,10771,5552,2253,16447,3317,10771,5552,2253,96,0
3767,100000,2,2,1,40,2,2,2,2,2,2,47243,48294,49213,49827,51005,53142,2000,1900,1600,2000,3000,0,1
3771,80000,1,2,2,53,0,0,0,0,0,0,80577,78781,78363,48902,49996,-1719,3261,2342,1630,1759,0,52085,0
3772,280000,1,1,1,42,-2,-1,-1,0,0,-2,1751,22046,63729,55664,31014,28903,22909,64167,1113,32000,578,1768,0
3773,180000,2,1,2,40,-2,-2,-2,-2,-1,0,0,0,0,0,11855,2520,0,0,0,11855,0,18066,0
3774,140000,2,1,1,66,1,-2,-2,-2,-1,2,0,0,0,0,825,675,0,0,0,825,0,23715,0
3782,430000,2,1,1,48,-1,-1,-2,-2,-2,-1,9900,0,0,0,0,2299,0,0,0,0,2299,37980,0
3786,80000,1,3,2,43,7,6,5,4,3,2,81071,79283,76767,75393,74731,23207,0,0,0,0,0,2000,1
3790,50000,2,2,2,46,1,2,0,0,0,0,50471,49399,50556,29759,30381,30440,0,2247,1054,1090,1261,1143,0
3791,250000,1,1,1,46,-1,-1,-1,-1,-1,-1,1197,-19,3121,2372,502,1979,0,3140,2387,504,1989,19150,1
3793,80000,1,3,1,45,1,-1,0,0,-1,-1,-1213,35789,36751,390,390,390,38677,3000,0,390,390,1170,0
3799,20000,2,2,2,44,0,0,0,-1,-1,-1,7678,10475,-10,190,6160,402,3347,0,200,7018,6073,15000,0
3803,60000,1,1,1,48,-1,-1,2,0,0,-1,282,61573,32122,31423,2914,1470,62773,0,0,0,1470,58587,0
3804,80000,1,3,1,59,1,2,0,0,-1,-1,21723,21097,22140,18349,3540,0,0,2000,0,3540,0,0,0
3808,100000,2,3,2,46,0,0,0,0,0,0,94657,81175,63464,45910,46996,42935,3000,2009,3000,2000,2000,1701,0
3810,80000,2,1,2,40,0,0,0,0,0,0,27432,27902,28447,23537,7613,3356,1833,1378,1328,195,269,56,0
3811,80000,2,3,2,46,0,0,0,0,0,0,76184,78306,79835,40499,41346,42348,3345,3344,1447,1497,1686,1509,0
3814,60000,2,2,1,42,0,0,0,0,0,0,58264,57923,58987,17350,17937,17298,3200,3000,800,1000,1000,1000,0
3818,50000,1,2,1,48,0,0,0,0,0,0,42156,40584,33777,18815,17033,17450,4022,1347,1013,1000,700,1000,0
3821,220000,1,1,1,42,0,0,2,2,-2,-2,3208,9134,8820,1502,4505,3766,6000,0,0,3003,31,4007,0
3822,200000,2,1,2,41,-2,-2,-2,-2,-2,-2,5954,10464,7165,6946,9776,2007,10464,7165,6966,9776,2007,1603,0
3833,120000,2,3,1,48,-1,2,-1,-1,0,-1,3845,199,1823,3646,1823,1823,0,1823,3646,0,1823,1823,1
3838,70000,1,3,2,53,0,0,0,0,0,0,9928,11259,12262,17046,17618,18321,1497,1500,5000,1000,1000,1000,0
3841,240000,2,1,1,54,0,0,0,0,2,0,60381,64395,66323,70422,69170,71018,5000,3000,5200,0,3000,5400,0
3848,170000,1,3,1,48,0,0,0,0,0,0,170845,171762,170464,127364,127024,125341,6800,7790,4587,4675,4525,4497,0
3851,50000,1,1,1,50,1,2,0,0,0,0,49252,44326,39689,29422,12856,0,1521,1345,2074,238,0,0,1
3853,50000,1,3,1,48,-1,-1,-1,-1,-1,-1,1058,1726,390,390,390,390,1726,390,390,390,390,390,1
3861,50000,1,1,2,44,0,0,0,0,0,0,51671,50272,49293,47154,50069,50442,1928,1595,1526,13000,1569,2614,0
3863,380000,1,1,1,48,0,0,0,0,0,0,356375,347165,318600,284972,285249,266406,40000,20000,20000,20000,10000,20000,0
3869,80000,2,2,1,43,-2,-2,-2,-2,-2,-2,398,379,298,-300,-300,-300,381,607,0,0,0,598,1
3873,30000,1,3,1,49,2,2,2,2,2,2,26343,27127,26393,29646,30390,29755,1500,0,3712,1363,0,1141,0
3874,50000,1,3,1,52,1,2,0,0,0,0,32119,29498,26196,23806,16818,14438,0,6900,0,0,0,0,1
3876,300000,2,2,1,43,-1,-1,-2,-2,-2,-2,1314,0,0,0,0,0,0,0,0,0,0,0,0
3877,390000,2,1,2,43,0,0,0,0,0,0,90294,87292,88335,89396,90769,91825,3200,3200,3200,3500,3300,4000,0
3880,90000,1,2,2,52,0,0,0,0,0,0,87186,87526,88924,88735,87521,85699,3505,3962,2909,3107,3127,3032,0
3881,300000,1,3,2,51,-1,-1,-1,-1,-1,-1,18341,19847,6246,3872,11875,5290,19854,6279,3883,11883,5305,9998,0
3887,70000,1,2,2,41,0,0,0,0,0,0,69866,63679,54762,38750,39924,37757,10000,5090,2000,2000,4000,2000,0
3888,300000,1,3,2,43,0,0,0,0,0,0,158741,155438,146043,142726,138849,137499,5823,5310,5302,5035,5118,4532,0
3889,140000,2,3,1,50,0,0,0,0,0,0,139153,141383,140700,137365,137209,138934,6006,5000,5000,5120,5200,4800,0
3892,80000,2,3,1,45,0,0,-2,-2,-2,-2,80250,0,0,0,0,0,0,0,0,0,0,0,0
3897,30000,2,6,1,49,0,0,0,0,0,0,26305,27307,13294,14069,14518,15025,1500,1500,1000,676,900,900,0
3901,130000,1,3,1,48,0,0,0,0,0,0,68629,57168,58103,58595,59822,55572,2187,2000,2000,2053,1964,3002,0
3906,450000,1,2,1,46,-1,-1,-1,-1,-1,-1,130,1926,15671,18552,24222,32867,1926,15671,18574,24231,32885,9343,0
3914,390000,1,1,1,44,-1,-1,-1,0,0,-1,4197,4688,63661,60616,61357,2798,4711,63701,1214,1241,2812,46220,0
3915,140000,1,2,2,43,0,0,0,0,0,0,128947,106671,101362,87420,88774,81869,4039,7010,2359,7617,2760,2366,0
3919,180000,2,3,1,43,-1,-1,0,0,0,0,1207,60267,61424,61039,64260,64618,60267,3000,2154,5000,3000,3000,1
3923,20000,2,3,1,42,0,0,0,0,0,0,17775,18974,18586,18957,19374,19583,1500,1285,656,699,2000,1286,0
3924,200000,2,3,1,41,-2,-2,-2,-2,-2,-2,-140,-70,-70,13968,6652,9696,0,0,14038,6684,9744,1046,0
3928,240000,2,3,2,40,0,0,0,0,0,0,227819,222299,227281,195027,199186,203475,8200,8800,7000,7200,7500,7800,1
3929,480000,2,1,1,50,-1,-1,-1,-1,-1,-1,14638,11940,12318,6295,5284,6220,11956,12331,6295,5284,6220,9104,0
3931,100000,1,2,1,40,0,0,0,-2,-2,-2,37596,23808,0,0,0,0,1000,0,0,0,0,0,0
3939,260000,1,2,2,44,0,0,0,0,0,0,36048,37157,38040,33882,34589,35397,1688,1571,1213,1253,1381,1166,0
3940,500000,1,2,1,40,0,0,0,0,0,-2,30415,31645,32556,36642,-8,-8,2006,3000,5080,8,0,0,0
3945,50000,1,3,3,45,-1,-1,-1,-1,0,0,780,0,390,2300,1910,780,0,390,4300,0,0,0,0
3948,170000,1,3,1,44,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
3950,130000,1,2,1,42,-1,-1,-1,-1,-1,-1,1048,1048,1048,1048,390,390,1048,1048,1048,390,390,390,0
3953,320000,2,2,1,44,-1,-1,-1,-1,-1,-1,3493,12444,46163,1373,6064,2145,12498,46185,1387,6094,2155,1273,0
3956,240000,2,2,1,49,-1,-1,-1,-1,-1,-1,18045,17401,47608,12279,75882,90611,17409,47622,12279,75882,90611,61411,0
3959,50000,2,1,2,42,0,0,2,2,2,2,35539,38246,37332,39702,38932,41770,3600,0,3000,0,3500,3387,1
3963,340000,2,2,1,57,1,-2,-2,-2,-1,-1,-8,-8,-8,-8,1595,-5,0,0,0,1603,0,0,1
3965,50000,2,2,1,56,0,0,0,0,0,0,31276,29179,26482,16770,15529,16266,1556,1247,1770,700,1000,1129,0
3968,50000,1,2,1,53,0,0,2,2,0,0,12291,14295,9714,9047,8983,9289,3300,1000,0,1000,1000,1423,0
3972,290000,1,3,1,47,2,0,0,0,0,-1,255412,217382,250549,31370,-4020,107239,5130,4647,949,4391,146216,60686,1
3976,290000,2,1,2,48,0,0,0,0,0,-1,74864,36317,34491,29657,9134,2383,1411,1200,593,200,5637,0,0
3978,310000,2,2,1,41,-1,-1,-1,-1,-1,-1,530,7233,4158,8408,542,2314,7233,4318,8408,542,2314,648,0
3985,450000,2,2,1,44,0,0,0,0,0,0,10716,12254,12815,17782,9074,8490,8000,5000,7000,3000,2000,1626,0
3989,300000,1,3,2,64,-1,-1,-1,-1,-1,-1,1068,1168,1005,1372,1610,1355,1168,1005,1372,1610,1355,1426,0
3990,100000,1,4,1,52,0,0,0,0,0,0,90939,83090,63145,56962,52385,22543,3467,2000,1476,4992,808,1000,1
3991,240000,1,1,1,47,1,2,2,2,2,2,138103,134976,137251,144457,147604,145071,500,6000,11000,5600,0,11077,1
3992,50000,2,2,2,56,0,0,-1,0,0,-1,30121,31295,19100,18900,0,3900,2295,19100,0,0,3900,0,0
3995,200000,1,1,3,43,-1,-1,-1,-1,-1,0,9873,-709,10291,0,582,291,0,11000,0,873,0,291,0
3997,50000,2,2,2,43,0,0,0,0,0,0,9784,11578,7384,13479,6734,6801,2303,2095,500,1000,500,500,1
